Id,Name,ScheduleId,TotalArrivalTime,Latitude,Longitude
558,Stop 558,5,66,12.1521317,-86.297303
559,Stop 559,5,66,12.1512421,-86.2973488
560,Stop 560,5,66,12.150103,-86.297397
561,Stop 561,5,66,12.1483557,-86.2962752
562,Stop 562,5,66,12.1481172,-86.2937739
563,Stop 563,5,66,12.1479353,-86.2920639
564,Stop 564,5,66,12.1478204,-86.2892938
565,Stop 565,5,66,12.1462578,-86.2871925
566,Stop 566,5,66,12.1453601,-86.2824895
567,Stop 567,5,66,12.1407434,-86.2829349
568,Stop 568,5,66,12.1365347,-86.2814842
569,Stop 569,5,66,12.1359262,-86.276865
570,Stop 570,5,66,12.1306125,-86.2750825
571,Stop 571,5,66,12.1257765,-86.2749857
572,Stop 572,5,66,12.1257577,-86.2727351
573,Stop 573,5,66,12.1294067,-86.2648083
574,Stop 574,5,66,12.1308274,-86.2614086
575,Stop 575,5,66,12.1340064,-86.2577932
576,Stop 576,5,66,12.1362928,-86.2583862
577,Stop 577,5,66,12.1390698,-86.2591768
578,Stop 578,5,66,12.1438887,-86.2594812
579,Stop 579,5,66,12.1470419,-86.2580418
580,Stop 580,5,66,12.1464613,-86.2550958
581,Stop 581,5,66,12.145393,-86.2532633
582,Stop 582,5,66,12.1454298,-86.2496346
583,Stop 583,5,66,12.1462466,-86.2458352
584,Stop 584,5,66,12.1461098,-86.2429639
585,Stop 585,5,66,12.1464041,-86.2383981
586,Stop 586,5,66,12.1459034,-86.2347273
587,Stop 587,5,66,12.1442824,-86.23386
588,Stop 588,5,66,12.1400876,-86.2333988
589,Stop 589,5,66,12.1388206,-86.2324018
590,Stop 590,5,66,12.1383414,-86.22924
591,Stop 591,5,66,12.1382632,-86.227082
592,Stop 592,5,66,12.1383216,-86.2239683
593,Stop 593,5,66,12.1383846,-86.2218424
594,Stop 594,5,66,12.1378622,-86.2185694
595,Stop 595,5,66,12.1354058,-86.2171753
596,Stop 596,5,66,12.1316522,-86.2174057
597,Stop 597,5,66,12.1279566,-86.2141762
598,Stop 598,5,66,12.1276504,-86.2119791
599,Stop 599,5,66,12.1272342,-86.2093242
600,Stop 600,5,66,12.1266587,-86.2066634
601,Stop 601,5,66,12.1269069,-86.2036062
602,Stop 602,5,66,12.1297164,-86.2017682
603,Stop 603,5,66,12.1329838,-86.1995644
604,Stop 604,5,66,12.1339029,-86.1978481
605,Stop 605,5,66,12.1349562,-86.194397
606,Stop 606,6,66,12.1349832,-86.1946597
607,Stop 607,6,66,12.1338965,-86.199187
608,Stop 608,6,66,12.1302349,-86.2016047
609,Stop 609,6,66,12.1277488,-86.2032044
610,Stop 610,6,66,12.1261232,-86.2048215
611,Stop 611,6,66,12.1267478,-86.2064952
612,Stop 612,6,66,12.1274807,-86.2097171
613,Stop 613,6,66,12.1278606,-86.2118962
614,Stop 614,6,66,12.1283718,-86.2158967
615,Stop 615,6,66,12.1315196,-86.2171498
616,Stop 616,6,66,12.134993,-86.2169395
617,Stop 617,6,66,12.1382629,-86.2190948
618,Stop 618,6,66,12.1385024,-86.2219929
619,Stop 619,6,66,12.1384094,-86.2239746
620,Stop 620,6,66,12.1383588,-86.2270693
621,Stop 621,6,66,12.1384584,-86.2292108
622,Stop 622,6,66,12.1391109,-86.2307829
623,Stop 623,6,66,12.1389148,-86.2324411
624,Stop 624,6,66,12.1403075,-86.2331928
625,Stop 625,6,66,12.1449986,-86.2337504
626,Stop 626,6,66,12.146071,-86.2346202
627,Stop 627,6,66,12.1464726,-86.2378891
628,Stop 628,6,66,12.1462692,-86.2426253
629,Stop 629,6,66,12.1464885,-86.2467561
630,Stop 630,6,66,12.1456223,-86.2496603
631,Stop 631,6,66,12.145137,-86.2515321
632,Stop 632,6,66,12.1453802,-86.2536353
633,Stop 633,6,66,12.1444155,-86.2561512
634,Stop 634,6,66,12.1443419,-86.2599037
635,Stop 635,6,66,12.1404057,-86.2596442
636,Stop 636,6,66,12.1368968,-86.2587209
637,Stop 637,6,66,12.1343412,-86.2580202
638,Stop 638,6,66,12.1310282,-86.2615299
639,Stop 639,6,66,12.1296217,-86.265121
640,Stop 640,6,66,12.1268021,-86.2715981
641,Stop 641,6,66,12.1266796,-86.2748462
642,Stop 642,6,66,12.1308702,-86.2747835
643,Stop 643,6,66,12.1360957,-86.2769441
644,Stop 644,6,66,12.1361619,-86.2811341
645,Stop 645,6,66,12.1407099,-86.282787
646,Stop 646,6,66,12.1443083,-86.2824326
647,Stop 647,6,66,12.1472544,-86.2836966
648,Stop 648,6,66,12.1479743,-86.2876242
649,Stop 649,6,66,12.1496143,-86.2883143
650,Stop 650,6,66,12.1498155,-86.2923632
651,Stop 651,6,66,12.1500846,-86.2951082
652,Stop 652,6,66,12.1502297,-86.2971863
653,Stop 653,6,66,12.1512267,-86.2972038
654,Stop 654,6,66,12.1521258,-86.2971893
655,Stop 655,6,66,12.1574344,-86.2969299
656,Stop 656,6,66,12.157764,-86.2956546
657,Stop 657,6,66,12.160061,-86.2937983
658,Stop 658,6,66,12.1613245,-86.29365
659,Stop 659,6,66,12.1633156,-86.2934276
660,Stop 660,6,66,12.1633231,-86.2935235
661,Stop 661,6,66,12.1627215,-86.2935968
662,Stop 662,6,66,12.1618616,-86.2936746
663,Stop 663,6,66,12.1613314,-86.2937292
664,Stop 664,6,66,12.1600672,-86.2938566
665,Stop 665,6,66,12.1578692,-86.2948197
666,Stop 666,6,66,12.1574349,-86.2970572
667,Stop 667,6,66,12.1521317,-86.297303
668,Stop 668,6,66,12.1512421,-86.2973488
669,Stop 669,6,66,12.150103,-86.297397
670,Stop 670,6,66,12.1483557,-86.2962752
671,Stop 671,6,66,12.1481172,-86.2937739
672,Stop 672,6,66,12.1479353,-86.2920639
673,Stop 673,6,66,12.1478204,-86.2892938
674,Stop 674,6,66,12.1462578,-86.2871925
675,Stop 675,6,66,12.1453601,-86.2824895
676,Stop 676,6,66,12.1407434,-86.2829349
677,Stop 677,6,66,12.1365347,-86.2814842
678,Stop 678,6,66,12.1359262,-86.276865
679,Stop 679,6,66,12.1306125,-86.2750825
680,Stop 680,6,66,12.1257765,-86.2749857
681,Stop 681,6,66,12.1257577,-86.2727351
682,Stop 682,6,66,12.1294067,-86.2648083
683,Stop 683,6,66,12.1308274,-86.2614086
684,Stop 684,6,66,12.1340064,-86.2577932
685,Stop 685,6,66,12.1362928,-86.2583862
686,Stop 686,6,66,12.1390698,-86.2591768
687,Stop 687,6,66,12.1438887,-86.2594812
688,Stop 688,6,66,12.1470419,-86.2580418
689,Stop 689,6,66,12.1464613,-86.2550958
690,Stop 690,6,66,12.145393,-86.2532633
691,Stop 691,6,66,12.1454298,-86.2496346
692,Stop 692,6,66,12.1462466,-86.2458352
693,Stop 693,6,66,12.1461098,-86.2429639
694,Stop 694,6,66,12.1464041,-86.2383981
695,Stop 695,6,66,12.1459034,-86.2347273
696,Stop 696,6,66,12.1442824,-86.23386
697,Stop 697,6,66,12.1400876,-86.2333988
698,Stop 698,6,66,12.1388206,-86.2324018
699,Stop 699,6,66,12.1383414,-86.22924
700,Stop 700,6,66,12.1382632,-86.227082
701,Stop 701,6,66,12.1383216,-86.2239683
702,Stop 702,6,66,12.1383846,-86.2218424
703,Stop 703,6,66,12.1378622,-86.2185694
704,Stop 704,6,66,12.1354058,-86.2171753
705,Stop 705,6,66,12.1316522,-86.2174057
706,Stop 706,6,66,12.1279566,-86.2141762
707,Stop 707,6,66,12.1276504,-86.2119791
708,Stop 708,6,66,12.1272342,-86.2093242
709,Stop 709,6,66,12.1266587,-86.2066634
710,Stop 710,6,66,12.1269069,-86.2036062
711,Stop 711,6,66,12.1297164,-86.2017682
712,Stop 712,6,66,12.1329838,-86.1995644
713,Stop 713,6,66,12.1339029,-86.1978481
714,Stop 714,6,66,12.1349562,-86.194397
715,Stop 715,7,73,12.1167227,-86.1969608
716,Stop 716,7,73,12.1148981,-86.1972158
717,Stop 717,7,73,12.1136949,-86.1964842
718,Stop 718,7,73,12.1121657,-86.1969483
719,Stop 719,7,73,12.1124983,-86.2005343
720,Stop 720,7,73,12.1130388,-86.2034764
721,Stop 721,7,73,12.1180747,-86.2027064
722,Stop 722,7,73,12.1192067,-86.2057731
723,Stop 723,7,73,12.1194055,-86.2070706
724,Stop 724,7,73,12.1205116,-86.2090664
725,Stop 725,7,73,12.1231988,-86.2092621
726,Stop 726,7,73,12.1274807,-86.2097171
727,Stop 727,7,73,12.1278606,-86.2118962
728,Stop 728,7,73,12.1283718,-86.2158967
729,Stop 729,7,73,12.1286856,-86.2184971
730,Stop 730,7,73,12.1291409,-86.2229013
731,Stop 731,7,73,12.1298287,-86.2277829
732,Stop 732,7,73,12.1311543,-86.233114
733,Stop 733,7,73,12.1324436,-86.23534
734,Stop 734,7,73,12.1341979,-86.2381699
735,Stop 735,7,73,12.1359198,-86.2382537
736,Stop 736,7,73,12.139216,-86.2378737
737,Stop 737,7,73,12.1410726,-86.2418829
738,Stop 738,7,73,12.1397669,-86.2454489
739,Stop 739,7,73,12.138345,-86.2493999
740,Stop 740,7,73,12.1350681,-86.2547274
741,Stop 741,7,73,12.1310282,-86.2615299
742,Stop 742,7,73,12.1296217,-86.265121
743,Stop 743,7,73,12.1268021,-86.2715981
744,Stop 744,7,73,12.1243832,-86.2768171
745,Stop 745,7,73,12.1258127,-86.2849228
746,Stop 746,7,73,12.1260649,-86.2882322
747,Stop 747,7,73,12.1258307,-86.2964158
748,Stop 748,7,73,12.1253996,-86.2998255
749,Stop 749,7,73,12.1244582,-86.3045169
750,Stop 750,7,73,12.1233079,-86.3079483
751,Stop 751,7,73,12.1266496,-86.311842
752,Stop 752,7,73,12.1310027,-86.3102866
753,Stop 753,7,73,12.1399645,-86.307516
754,Stop 754,7,73,12.1437674,-86.3048745
755,Stop 755,7,73,12.1458392,-86.3047371
756,Stop 756,7,73,12.1514258,-86.3044898
757,Stop 757,7,73,12.1524888,-86.3059974
758,Stop 758,7,73,12.1516988,-86.3091274
759,Stop 759,7,73,12.1489482,-86.3107299
760,Stop 760,7,73,12.1486448,-86.3105607
761,Stop 761,7,73,12.1512175,-86.3105
762,Stop 762,7,73,12.1515886,-86.3090624
763,Stop 763,7,73,12.152205,-86.3063796
764,Stop 764,7,73,12.1516419,-86.3046242
765,Stop 765,7,73,12.1460791,-86.3048997
766,Stop 766,7,73,12.1438295,-86.3050195
767,Stop 767,7,73,12.1404891,-86.3074866
768,Stop 768,7,73,12.1321234,-86.3101534
769,Stop 769,7,73,12.1282116,-86.3116594
770,Stop 770,7,73,12.1230413,-86.3082028
771,Stop 771,7,73,12.1237052,-86.3060698
772,Stop 772,7,73,12.1241442,-86.3043903
773,Stop 773,7,73,12.1252619,-86.298904
774,Stop 774,7,73,12.1254915,-86.2966774
775,Stop 775,7,73,12.1258691,-86.289637
776,Stop 776,7,73,12.125536,-86.2846072
777,Stop 777,7,73,12.1241589,-86.2768494
778,Stop 778,7,73,12.1257577,-86.2727351
779,Stop 779,7,73,12.1294067,-86.2648083
780,Stop 780,7,73,12.1308274,-86.2614086
781,Stop 781,7,73,12.1342427,-86.2552642
782,Stop 782,7,73,12.1377326,-86.2501326
783,Stop 783,7,73,12.1395362,-86.2455709
784,Stop 784,7,73,12.1409707,-86.2418915
785,Stop 785,7,73,12.1360896,-86.2383542
786,Stop 786,7,73,12.1340124,-86.2383082
787,Stop 787,7,73,12.1320153,-86.235106
788,Stop 788,7,73,12.1310096,-86.2331681
789,Stop 789,7,73,12.1297527,-86.2288875
790,Stop 790,7,73,12.1296314,-86.2278405
791,Stop 791,7,73,12.1291718,-86.224905
792,Stop 792,7,73,12.128876,-86.2219243
793,Stop 793,7,73,12.1288595,-86.2214981
794,Stop 794,7,73,12.1286691,-86.2196044
795,Stop 795,7,73,12.1280715,-86.2153897
796,Stop 796,7,73,12.1279566,-86.2141762
797,Stop 797,7,73,12.1276504,-86.2119791
798,Stop 798,7,73,12.1272342,-86.2093242
799,Stop 799,7,73,12.123483,-86.2092457
800,Stop 800,7,73,12.1205556,-86.2092061
801,Stop 801,7,73,12.1194357,-86.2079007
802,Stop 802,7,73,12.1190982,-86.2057913
803,Stop 803,7,73,12.1180081,-86.2027567
804,Stop 804,7,73,12.1153965,-86.2026603
805,Stop 805,7,73,12.1136528,-86.2033264
806,Stop 806,7,73,12.1130803,-86.2035829
807,Stop 807,7,73,12.1127932,-86.2034015
808,Stop 808,7,73,12.1123964,-86.2005473
809,Stop 809,7,73,12.1121298,-86.1975845
810,Stop 810,7,73,12.1138074,-86.1964764
811,Stop 811,7,73,12.1148809,-86.1971226
812,Stop 812,7,73,12.1168175,-86.1969428
813,Stop 813,8,73,12.1167227,-86.1969608
814,Stop 814,8,73,12.1148981,-86.1972158
815,Stop 815,8,73,12.1136949,-86.1964842
816,Stop 816,8,73,12.1121657,-86.1969483
817,Stop 817,8,73,12.1124983,-86.2005343
818,Stop 818,8,73,12.1130388,-86.2034764
819,Stop 819,8,73,12.1180747,-86.2027064
820,Stop 820,8,73,12.1192067,-86.2057731
821,Stop 821,8,73,12.1194055,-86.2070706
822,Stop 822,8,73,12.1205116,-86.2090664
823,Stop 823,8,73,12.1231988,-86.2092621
824,Stop 824,8,73,12.1274807,-86.2097171
825,Stop 825,8,73,12.1278606,-86.2118962
826,Stop 826,8,73,12.1283718,-86.2158967
827,Stop 827,8,73,12.1286856,-86.2184971
828,Stop 828,8,73,12.1291409,-86.2229013
829,Stop 829,8,73,12.1298287,-86.2277829
830,Stop 830,8,73,12.1311543,-86.233114
831,Stop 831,8,73,12.1324436,-86.23534
832,Stop 832,8,73,12.1341979,-86.2381699
833,Stop 833,8,73,12.1359198,-86.2382537
834,Stop 834,8,73,12.139216,-86.2378737
835,Stop 835,8,73,12.1410726,-86.2418829
836,Stop 836,8,73,12.1397669,-86.2454489
837,Stop 837,8,73,12.138345,-86.2493999
838,Stop 838,8,73,12.1350681,-86.2547274
839,Stop 839,8,73,12.1310282,-86.2615299
840,Stop 840,8,73,12.1296217,-86.265121
841,Stop 841,8,73,12.1268021,-86.2715981
842,Stop 842,8,73,12.1243832,-86.2768171
843,Stop 843,8,73,12.1258127,-86.2849228
844,Stop 844,8,73,12.1260649,-86.2882322
845,Stop 845,8,73,12.1258307,-86.2964158
846,Stop 846,8,73,12.1253996,-86.2998255
847,Stop 847,8,73,12.1244582,-86.3045169
848,Stop 848,8,73,12.1233079,-86.3079483
849,Stop 849,8,73,12.1266496,-86.311842
850,Stop 850,8,73,12.1310027,-86.3102866
851,Stop 851,8,73,12.1399645,-86.307516
852,Stop 852,8,73,12.1437674,-86.3048745
853,Stop 853,8,73,12.1458392,-86.3047371
854,Stop 854,8,73,12.1514258,-86.3044898
855,Stop 855,8,73,12.1524888,-86.3059974
856,Stop 856,8,73,12.1516988,-86.3091274
857,Stop 857,8,73,12.1489482,-86.3107299
858,Stop 858,8,73,12.1486448,-86.3105607
859,Stop 859,8,73,12.1512175,-86.3105
860,Stop 860,8,73,12.1515886,-86.3090624
861,Stop 861,8,73,12.152205,-86.3063796
862,Stop 862,8,73,12.1516419,-86.3046242
863,Stop 863,8,73,12.1460791,-86.3048997
864,Stop 864,8,73,12.1438295,-86.3050195
865,Stop 865,8,73,12.1404891,-86.3074866
866,Stop 866,8,73,12.1321234,-86.3101534
867,Stop 867,8,73,12.1282116,-86.3116594
868,Stop 868,8,73,12.1230413,-86.3082028
869,Stop 869,8,73,12.1237052,-86.3060698
870,Stop 870,8,73,12.1241442,-86.3043903
871,Stop 871,8,73,12.1252619,-86.298904
872,Stop 872,8,73,12.1254915,-86.2966774
873,Stop 873,8,73,12.1258691,-86.289637
874,Stop 874,8,73,12.125536,-86.2846072
875,Stop 875,8,73,12.1241589,-86.2768494
876,Stop 876,8,73,12.1257577,-86.2727351
877,Stop 877,8,73,12.1294067,-86.2648083
878,Stop 878,8,73,12.1308274,-86.2614086
879,Stop 879,8,73,12.1342427,-86.2552642
880,Stop 880,8,73,12.1377326,-86.2501326
881,Stop 881,8,73,12.1395362,-86.2455709
882,Stop 882,8,73,12.1409707,-86.2418915
883,Stop 883,8,73,12.1360896,-86.2383542
884,Stop 884,8,73,12.1340124,-86.2383082
885,Stop 885,8,73,12.1320153,-86.235106
886,Stop 886,8,73,12.1310096,-86.2331681
887,Stop 887,8,73,12.1297527,-86.2288875
888,Stop 888,8,73,12.1296314,-86.2278405
889,Stop 889,8,73,12.1291718,-86.224905
890,Stop 890,8,73,12.128876,-86.2219243
891,Stop 891,8,73,12.1288595,-86.2214981
892,Stop 892,8,73,12.1286691,-86.2196044
893,Stop 893,8,73,12.1280715,-86.2153897
894,Stop 894,8,73,12.1279566,-86.2141762
895,Stop 895,8,73,12.1276504,-86.2119791
896,Stop 896,8,73,12.1272342,-86.2093242
897,Stop 897,8,73,12.123483,-86.2092457
898,Stop 898,8,73,12.1205556,-86.2092061
899,Stop 899,8,73,12.1194357,-86.2079007
900,Stop 900,8,73,12.1190982,-86.2057913
901,Stop 901,8,73,12.1180081,-86.2027567
902,Stop 902,8,73,12.1153965,-86.2026603
903,Stop 903,8,73,12.1136528,-86.2033264
904,Stop 904,8,73,12.1130803,-86.2035829
905,Stop 905,8,73,12.1127932,-86.2034015
906,Stop 906,8,73,12.1123964,-86.2005473
907,Stop 907,8,73,12.1121298,-86.1975845
908,Stop 908,8,73,12.1138074,-86.1964764
909,Stop 909,8,73,12.1148809,-86.1971226
910,Stop 910,8,73,12.1168175,-86.1969428
911,Stop 813,9,67,12.1349832,-86.1946597
912,Stop 814,9,67,12.1373091,-86.1969118
913,Stop 815,9,67,12.1395465,-86.1960415
914,Stop 816,9,67,12.1417045,-86.195512
915,Stop 817,9,67,12.1467566,-86.1951493
916,Stop 818,9,67,12.1482958,-86.197417
917,Stop 819,9,67,12.1485487,-86.1999905
918,Stop 820,9,67,12.1487868,-86.2025283
919,Stop 821,9,67,12.1492954,-86.2082342
920,Stop 822,9,67,12.1496428,-86.2119945
921,Stop 823,9,67,12.148664,-86.2146002
922,Stop 824,9,67,12.1467716,-86.213892
923,Stop 825,9,67,12.1441998,-86.2141199
924,Stop 826,9,67,12.1415657,-86.2153644
925,Stop 827,9,67,12.1376818,-86.2166559
926,Stop 828,9,67,12.1382629,-86.2190948
927,Stop 829,9,67,12.1385024,-86.2219929
928,Stop 830,9,67,12.1384094,-86.2239746
929,Stop 831,9,67,12.1383588,-86.2270693
930,Stop 832,9,67,12.1360246,-86.2290724
931,Stop 833,9,67,12.1286842,-86.2335855
932,Stop 834,9,67,12.1263891,-86.2391134
933,Stop 835,9,67,12.1238517,-86.2422781
934,Stop 836,9,67,12.1210174,-86.2457915
935,Stop 837,9,67,12.1183951,-86.2492482
936,Stop 838,9,67,12.1175431,-86.2517319
937,Stop 839,9,67,12.1226555,-86.2526517
938,Stop 840,9,67,12.1254717,-86.2541078
939,Stop 841,9,67,12.1289864,-86.2560673
940,Stop 842,9,67,12.1340064,-86.2577932
941,Stop 843,9,67,12.1362928,-86.2583862
942,Stop 844,9,67,12.1390698,-86.2591768
943,Stop 845,9,67,12.1438887,-86.2594812
944,Stop 846,9,67,12.1450611,-86.2598667
945,Stop 847,9,67,12.1450259,-86.2608299
946,Stop 848,9,67,12.1441494,-86.2673545
947,Stop 849,9,67,12.1401777,-86.2678993
948,Stop 850,9,67,12.1369842,-86.2704658
949,Stop 851,9,67,12.1360957,-86.2769441
950,Stop 852,9,67,12.1335106,-86.281396
951,Stop 853,9,67,12.1288195,-86.281191
952,Stop 854,9,67,12.1272379,-86.2823026
953,Stop 855,9,67,12.1245863,-86.2836492
954,Stop 856,9,67,12.1193664,-86.2835981
955,Stop 857,9,67,12.1169442,-86.2844084
956,Stop 858,9,67,12.1132222,-86.2868324
957,Stop 859,9,67,12.1104079,-86.2870055
958,Stop 860,9,67,12.1088253,-86.2848891
959,Stop 861,9,67,12.1087977,-86.2839356
960,Stop 862,9,67,12.1124528,-86.2827376
961,Stop 863,9,67,12.1141228,-86.2827922
962,Stop 864,9,67,12.1149051,-86.2829281
963,Stop 865,9,67,12.1165241,-86.2828583
964,Stop 866,9,67,12.1164311,-86.2830075
965,Stop 867,9,67,12.1149004,-86.2830126
966,Stop 868,9,67,12.1141176,-86.2829183
967,Stop 869,9,67,12.1124442,-86.2828271
968,Stop 870,9,67,12.1091217,-86.2832944
969,Stop 871,9,67,12.1104103,-86.28684
970,Stop 872,9,67,12.1131993,-86.2866395
971,Stop 873,9,67,12.1170921,-86.2840636
972,Stop 874,9,67,12.1192639,-86.2834535
973,Stop 875,9,67,12.1241454,-86.2834581
974,Stop 876,9,67,12.1267721,-86.2819994
975,Stop 877,9,67,12.1287248,-86.2808576
976,Stop 878,9,67,12.1305982,-86.2804569
977,Stop 879,9,67,12.1330932,-86.2810839
978,Stop 880,9,67,12.1359262,-86.276865
979,Stop 881,9,67,12.1402007,-86.26776
980,Stop 882,9,67,12.1441361,-86.2672785
981,Stop 883,9,67,12.144232,-86.2615905
982,Stop 884,9,67,12.1404057,-86.2596442
983,Stop 885,9,67,12.1368968,-86.2587209
984,Stop 886,9,67,12.1343412,-86.2580202
985,Stop 887,9,67,12.1314764,-86.2572331
986,Stop 888,9,67,12.1281523,-86.2563548
987,Stop 889,9,67,12.1254602,-86.2544993
988,Stop 890,9,67,12.1211837,-86.2526237
989,Stop 891,9,67,12.1175126,-86.2519282
990,Stop 892,9,67,12.1175347,-86.2500154
991,Stop 893,9,67,12.1205462,-86.2459136
992,Stop 894,9,67,12.1227914,-86.2430506
993,Stop 895,9,67,12.1262321,-86.2389738
994,Stop 896,9,67,12.1285562,-86.2333853
995,Stop 897,9,67,12.1286652,-86.2329833
996,Stop 898,9,67,12.1325175,-86.2301702
997,Stop 899,9,67,12.1354297,-86.2289792
998,Stop 900,9,67,12.1382632,-86.227082
999,Stop 901,9,67,12.1383216,-86.2239683
1000,Stop 902,9,67,12.1383846,-86.2218424
1001,Stop 903,9,67,12.1378622,-86.2185694
1002,Stop 904,9,67,12.1372355,-86.2166797
1003,Stop 905,9,67,12.1412343,-86.2152028
1004,Stop 906,9,67,12.1440222,-86.2139542
1005,Stop 907,9,67,12.1466481,-86.2136105
1006,Stop 908,9,67,12.1484999,-86.2142065
1007,Stop 909,9,67,12.1493612,-86.2130197
1008,Stop 910,9,67,12.1488312,-86.208537
1009,Stop 911,9,67,12.1484699,-86.2035853
1010,Stop 912,9,67,12.1481264,-86.1987761
1011,Stop 913,9,67,12.1467522,-86.1953098
1012,Stop 914,9,67,12.1417582,-86.1956231
1013,Stop 915,9,67,12.1395809,-86.1961737
1014,Stop 916,9,67,12.1369632,-86.1972629
1015,Stop 917,9,67,12.1339029,-86.1978481
1016,Stop 918,9,67,12.1349562,-86.194397
1017,Stop 911,10,67,12.1349832,-86.1946597
1018,Stop 912,10,67,12.1373091,-86.1969118
1019,Stop 913,10,67,12.1395465,-86.1960415
1020,Stop 914,10,67,12.1417045,-86.195512
1021,Stop 915,10,67,12.1467566,-86.1951493
1022,Stop 916,10,67,12.1482958,-86.197417
1023,Stop 917,10,67,12.1485487,-86.1999905
1024,Stop 918,10,67,12.1487868,-86.2025283
1025,Stop 919,10,67,12.1492954,-86.2082342
1026,Stop 920,10,67,12.1496428,-86.2119945
1027,Stop 921,10,67,12.148664,-86.2146002
1028,Stop 922,10,67,12.1467716,-86.213892
1029,Stop 923,10,67,12.1441998,-86.2141199
1030,Stop 924,10,67,12.1415657,-86.2153644
1031,Stop 925,10,67,12.1376818,-86.2166559
1032,Stop 926,10,67,12.1382629,-86.2190948
1033,Stop 927,10,67,12.1385024,-86.2219929
1034,Stop 928,10,67,12.1384094,-86.2239746
1035,Stop 929,10,67,12.1383588,-86.2270693
1036,Stop 930,10,67,12.1360246,-86.2290724
1037,Stop 931,10,67,12.1286842,-86.2335855
1038,Stop 932,10,67,12.1263891,-86.2391134
1039,Stop 933,10,67,12.1238517,-86.2422781
1040,Stop 934,10,67,12.1210174,-86.2457915
1041,Stop 935,10,67,12.1183951,-86.2492482
1042,Stop 936,10,67,12.1175431,-86.2517319
1043,Stop 937,10,67,12.1226555,-86.2526517
1044,Stop 938,10,67,12.1254717,-86.2541078
1045,Stop 939,10,67,12.1289864,-86.2560673
1046,Stop 940,10,67,12.1340064,-86.2577932
1047,Stop 941,10,67,12.1362928,-86.2583862
1048,Stop 942,10,67,12.1390698,-86.2591768
1049,Stop 943,10,67,12.1438887,-86.2594812
1050,Stop 944,10,67,12.1450611,-86.2598667
1051,Stop 945,10,67,12.1450259,-86.2608299
1052,Stop 946,10,67,12.1441494,-86.2673545
1053,Stop 947,10,67,12.1401777,-86.2678993
1054,Stop 948,10,67,12.1369842,-86.2704658
1055,Stop 949,10,67,12.1360957,-86.2769441
1056,Stop 950,10,67,12.1335106,-86.281396
1057,Stop 951,10,67,12.1288195,-86.281191
1058,Stop 952,10,67,12.1272379,-86.2823026
1059,Stop 953,10,67,12.1245863,-86.2836492
1060,Stop 954,10,67,12.1193664,-86.2835981
1061,Stop 955,10,67,12.1169442,-86.2844084
1062,Stop 956,10,67,12.1132222,-86.2868324
1063,Stop 957,10,67,12.1104079,-86.2870055
1064,Stop 958,10,67,12.1088253,-86.2848891
1065,Stop 959,10,67,12.1087977,-86.2839356
1066,Stop 960,10,67,12.1124528,-86.2827376
1067,Stop 961,10,67,12.1141228,-86.2827922
1068,Stop 962,10,67,12.1149051,-86.2829281
1069,Stop 963,10,67,12.1165241,-86.2828583
1070,Stop 964,10,67,12.1164311,-86.2830075
1071,Stop 965,10,67,12.1149004,-86.2830126
1072,Stop 966,10,67,12.1141176,-86.2829183
1073,Stop 967,10,67,12.1124442,-86.2828271
1074,Stop 968,10,67,12.1091217,-86.2832944
1075,Stop 969,10,67,12.1104103,-86.28684
1076,Stop 970,10,67,12.1131993,-86.2866395
1077,Stop 971,10,67,12.1170921,-86.2840636
1078,Stop 972,10,67,12.1192639,-86.2834535
1079,Stop 973,10,67,12.1241454,-86.2834581
1080,Stop 974,10,67,12.1267721,-86.2819994
1081,Stop 975,10,67,12.1287248,-86.2808576
1082,Stop 976,10,67,12.1305982,-86.2804569
1083,Stop 977,10,67,12.1330932,-86.2810839
1084,Stop 978,10,67,12.1359262,-86.276865
1085,Stop 979,10,67,12.1402007,-86.26776
1086,Stop 980,10,67,12.1441361,-86.2672785
1087,Stop 981,10,67,12.144232,-86.2615905
1088,Stop 982,10,67,12.1404057,-86.2596442
1089,Stop 983,10,67,12.1368968,-86.2587209
1090,Stop 984,10,67,12.1343412,-86.2580202
1091,Stop 985,10,67,12.1314764,-86.2572331
1092,Stop 986,10,67,12.1281523,-86.2563548
1093,Stop 987,10,67,12.1254602,-86.2544993
1094,Stop 988,10,67,12.1211837,-86.2526237
1095,Stop 989,10,67,12.1175126,-86.2519282
1096,Stop 990,10,67,12.1175347,-86.2500154
1097,Stop 991,10,67,12.1205462,-86.2459136
1098,Stop 992,10,67,12.1227914,-86.2430506
1099,Stop 993,10,67,12.1262321,-86.2389738
1100,Stop 994,10,67,12.1285562,-86.2333853
1101,Stop 995,10,67,12.1286652,-86.2329833
1102,Stop 996,10,67,12.1325175,-86.2301702
1103,Stop 997,10,67,12.1354297,-86.2289792
1104,Stop 998,10,67,12.1382632,-86.227082
1105,Stop 999,10,67,12.1383216,-86.2239683
1106,Stop 1000,10,67,12.1383846,-86.2218424
1107,Stop 1001,10,67,12.1378622,-86.2185694
1108,Stop 1002,10,67,12.1372355,-86.2166797
1109,Stop 1003,10,67,12.1412343,-86.2152028
1110,Stop 1004,10,67,12.1440222,-86.2139542
1111,Stop 1005,10,67,12.1466481,-86.2136105
1112,Stop 1006,10,67,12.1484999,-86.2142065
1113,Stop 1007,10,67,12.1493612,-86.2130197
1114,Stop 1008,10,67,12.1488312,-86.208537
