Id,Name,ScheduleId,TotalArrivalTime,Latitude,Longitude
1115,Stop 1009,10,67,12.1484699,-86.2035853
1116,Stop 1010,10,67,12.1481264,-86.1987761
1117,Stop 1011,10,67,12.1467522,-86.1953098
1118,Stop 1012,10,67,12.1417582,-86.1956231
1119,Stop 1013,10,67,12.1395809,-86.1961737
1120,Stop 1014,10,67,12.1369632,-86.1972629
1121,Stop 1015,10,67,12.1339029,-86.1978481
1122,Stop 1016,10,67,12.1349562,-86.194397
1123,Stop 1123,11,73,12.1552632,-86.1841815
1124,Stop 1124,11,73,12.1533332,-86.1854209
1125,Stop 1125,11,73,12.1516904,-86.1862831
1126,Stop 1126,11,73,12.1506467,-86.1867614
1127,Stop 1127,11,73,12.1476085,-86.1877452
1128,Stop 1128,11,73,12.147631,-86.1901873
1129,Stop 1129,11,73,12.1479016,-86.1931916
1130,Stop 1130,11,73,12.1482958,-86.197417
1131,Stop 1131,11,73,12.1485487,-86.1999905
1132,Stop 1132,11,73,12.1487868,-86.2025283
1133,Stop 1133,11,73,12.1492954,-86.2082342
1134,Stop 1134,11,73,12.1496428,-86.2119945
1135,Stop 1135,11,73,12.1501034,-86.2174245
1136,Stop 1136,11,73,12.1503676,-86.2200954
1137,Stop 1137,11,73,12.1506791,-86.2232704
1138,Stop 1138,11,73,12.1493611,-86.2239105
1139,Stop 1139,11,73,12.1461789,-86.2242069
1140,Stop 1140,11,73,12.1441372,-86.2265726
1141,Stop 1141,11,73,12.1453473,-86.2298017
1142,Stop 1142,11,73,12.1455536,-86.2321116
1143,Stop 1143,11,73,12.146071,-86.2346202
1144,Stop 1144,11,73,12.14561,-86.2376122
1145,Stop 1145,11,73,12.1422472,-86.2378
1146,Stop 1146,11,73,12.1410726,-86.2418829
1147,Stop 1147,11,73,12.1397669,-86.2454489
1148,Stop 1148,11,73,12.138345,-86.2493999
1149,Stop 1149,11,73,12.1350681,-86.2547274
1150,Stop 1150,11,73,12.1310282,-86.2615299
1151,Stop 1151,11,73,12.1296217,-86.265121
1152,Stop 1152,11,73,12.1268021,-86.2715981
1153,Stop 1153,11,73,12.1243832,-86.2768171
1154,Stop 1154,11,73,12.1258127,-86.2849228
1155,Stop 1155,11,73,12.1260649,-86.2882322
1156,Stop 1156,11,73,12.1252992,-86.2971674
1157,Stop 1157,11,73,12.1204943,-86.297879
1158,Stop 1158,11,73,12.1191769,-86.2972955
1159,Stop 1159,11,73,12.1167964,-86.2975497
1160,Stop 1160,11,73,12.1152469,-86.2977378
1161,Stop 1161,11,73,12.1125085,-86.2980059
1162,Stop 1162,11,73,12.1089776,-86.2983854
1163,Stop 1163,11,73,12.1064261,-86.2978446
1164,Stop 1164,11,73,12.1026677,-86.2985862
1165,Stop 1165,11,73,12.1008024,-86.2985803
1166,Stop 1166,11,73,12.0993026,-86.2984904
1167,Stop 1167,11,73,12.0981029,-86.299426
1168,Stop 1168,11,73,12.0988784,-86.3022333
1169,Stop 1169,11,73,12.0966371,-86.3030544
1170,Stop 1170,11,73,12.0960957,-86.3045783
1171,Stop 1171,11,73,12.0947427,-86.3071321
1172,Stop 1172,11,73,12.0947427,-86.3071321
1173,Stop 1173,11,73,12.0946523,-86.3070708
1174,Stop 1174,11,73,12.09596,-86.3048639
1175,Stop 1175,11,73,12.0964248,-86.3028434
1176,Stop 1176,11,73,12.0986958,-86.3022526
1177,Stop 1177,11,73,12.0979593,-86.2994105
1178,Stop 1178,11,73,12.0992271,-86.2984719
1179,Stop 1179,11,73,12.1014935,-86.298345
1180,Stop 1180,11,73,12.1029296,-86.2984645
1181,Stop 1181,11,73,12.1061009,-86.2976686
1182,Stop 1182,11,73,12.1093694,-86.2972945
1183,Stop 1183,11,73,12.1129505,-86.2969105
1184,Stop 1184,11,73,12.1165925,-86.2965145
1185,Stop 1185,11,73,12.1188279,-86.2963246
1186,Stop 1186,11,73,12.1222376,-86.2959302
1187,Stop 1187,11,73,12.1253297,-86.2955552
1188,Stop 1188,11,73,12.1258691,-86.289637
1189,Stop 1189,11,73,12.125536,-86.2846072
1190,Stop 1190,11,73,12.1241589,-86.2768494
1191,Stop 1191,11,73,12.1257577,-86.2727351
1192,Stop 1192,11,73,12.1294067,-86.2648083
1193,Stop 1193,11,73,12.1308274,-86.2614086
1194,Stop 1194,11,73,12.1342427,-86.2552642
1195,Stop 1195,11,73,12.1377326,-86.2501326
1196,Stop 1196,11,73,12.1395362,-86.2455709
1197,Stop 1197,11,73,12.1409707,-86.2418915
1198,Stop 1198,11,73,12.1408262,-86.239915
1199,Stop 1199,11,73,12.1422411,-86.2376928
1200,Stop 1200,11,73,12.1446514,-86.2375131
1201,Stop 1201,11,73,12.1456917,-86.237454
1202,Stop 1202,11,73,12.1459034,-86.2347273
1203,Stop 1203,11,73,12.1453725,-86.2318381
1204,Stop 1204,11,73,12.1452274,-86.2302286
1205,Stop 1205,11,73,12.1440699,-86.2269014
1206,Stop 1206,11,73,12.1454084,-86.2241472
1207,Stop 1207,11,73,12.1503353,-86.2233845
1208,Stop 1208,11,73,12.1500395,-86.2206043
1209,Stop 1209,11,73,12.1497506,-86.2174703
1210,Stop 1210,11,73,12.1493612,-86.2130197
1211,Stop 1211,11,73,12.1488312,-86.208537
1212,Stop 1212,11,73,12.1485708,-86.2031474
1213,Stop 1213,11,73,12.1481264,-86.1987761
1214,Stop 1214,11,73,12.147619,-86.1933833
1215,Stop 1215,11,73,12.1471874,-86.1901091
1216,Stop 1216,11,73,12.1475964,-86.1876109
1217,Stop 1217,11,73,12.1498397,-86.1870064
1218,Stop 1218,11,73,12.151653,-86.1861893
1219,Stop 1219,11,73,12.1531006,-86.1854508
1220,Stop 1220,11,73,12.1551957,-86.1840753
1221,Stop 1221,12,73,12.1552632,-86.1841815
1222,Stop 1222,12,73,12.1533332,-86.1854209
1223,Stop 1223,12,73,12.1516904,-86.1862831
1224,Stop 1224,12,73,12.1506467,-86.1867614
1225,Stop 1225,12,73,12.1476085,-86.1877452
1226,Stop 1226,12,73,12.147631,-86.1901873
1227,Stop 1227,12,73,12.1479016,-86.1931916
1228,Stop 1228,12,73,12.1482958,-86.197417
1229,Stop 1229,12,73,12.1485487,-86.1999905
1230,Stop 1230,12,73,12.1487868,-86.2025283
1231,Stop 1231,12,73,12.1492954,-86.2082342
1232,Stop 1232,12,73,12.1496428,-86.2119945
1233,Stop 1233,12,73,12.1501034,-86.2174245
1234,Stop 1234,12,73,12.1503676,-86.2200954
1235,Stop 1235,12,73,12.1506791,-86.2232704
1236,Stop 1236,12,73,12.1493611,-86.2239105
1237,Stop 1237,12,73,12.1461789,-86.2242069
1238,Stop 1238,12,73,12.1441372,-86.2265726
1239,Stop 1239,12,73,12.1453473,-86.2298017
1240,Stop 1240,12,73,12.1455536,-86.2321116
1241,Stop 1241,12,73,12.146071,-86.2346202
1242,Stop 1242,12,73,12.14561,-86.2376122
1243,Stop 1243,12,73,12.1422472,-86.2378
1244,Stop 1244,12,73,12.1410726,-86.2418829
1245,Stop 1245,12,73,12.1397669,-86.2454489
1246,Stop 1246,12,73,12.138345,-86.2493999
1247,Stop 1247,12,73,12.1350681,-86.2547274
1248,Stop 1248,12,73,12.1310282,-86.2615299
1249,Stop 1249,12,73,12.1296217,-86.265121
1250,Stop 1250,12,73,12.1268021,-86.2715981
1251,Stop 1251,12,73,12.1243832,-86.2768171
1252,Stop 1252,12,73,12.1258127,-86.2849228
1253,Stop 1253,12,73,12.1260649,-86.2882322
1254,Stop 1254,12,73,12.1252992,-86.2971674
1255,Stop 1255,12,73,12.1204943,-86.297879
1256,Stop 1256,12,73,12.1191769,-86.2972955
1257,Stop 1257,12,73,12.1167964,-86.2975497
1258,Stop 1258,12,73,12.1152469,-86.2977378
1259,Stop 1259,12,73,12.1125085,-86.2980059
1260,Stop 1260,12,73,12.1089776,-86.2983854
1261,Stop 1261,12,73,12.1064261,-86.2978446
1262,Stop 1262,12,73,12.1026677,-86.2985862
1263,Stop 1263,12,73,12.1008024,-86.2985803
1264,Stop 1264,12,73,12.0993026,-86.2984904
1265,Stop 1265,12,73,12.0981029,-86.299426
1266,Stop 1266,12,73,12.0988784,-86.3022333
1267,Stop 1267,12,73,12.0966371,-86.3030544
1268,Stop 1268,12,73,12.0960957,-86.3045783
1269,Stop 1269,12,73,12.0947427,-86.3071321
1270,Stop 1270,12,73,12.0947427,-86.3071321
1271,Stop 1271,12,73,12.0946523,-86.3070708
1272,Stop 1272,12,73,12.09596,-86.3048639
1273,Stop 1273,12,73,12.0964248,-86.3028434
1274,Stop 1274,12,73,12.0986958,-86.3022526
1275,Stop 1275,12,73,12.0979593,-86.2994105
1276,Stop 1276,12,73,12.0992271,-86.2984719
1277,Stop 1277,12,73,12.1014935,-86.298345
1278,Stop 1278,12,73,12.1029296,-86.2984645
1279,Stop 1279,12,73,12.1061009,-86.2976686
1280,Stop 1280,12,73,12.1093694,-86.2972945
1281,Stop 1281,12,73,12.1129505,-86.2969105
1282,Stop 1282,12,73,12.1165925,-86.2965145
1283,Stop 1283,12,73,12.1188279,-86.2963246
1284,Stop 1284,12,73,12.1222376,-86.2959302
1285,Stop 1285,12,73,12.1253297,-86.2955552
1286,Stop 1286,12,73,12.1258691,-86.289637
1287,Stop 1287,12,73,12.125536,-86.2846072
1288,Stop 1288,12,73,12.1241589,-86.2768494
1289,Stop 1289,12,73,12.1257577,-86.2727351
1290,Stop 1290,12,73,12.1294067,-86.2648083
1291,Stop 1291,12,73,12.1308274,-86.2614086
1292,Stop 1292,12,73,12.1342427,-86.2552642
1293,Stop 1293,12,73,12.1377326,-86.2501326
1294,Stop 1294,12,73,12.1395362,-86.2455709
1295,Stop 1295,12,73,12.1409707,-86.2418915
1296,Stop 1296,12,73,12.1408262,-86.239915
1297,Stop 1297,12,73,12.1422411,-86.2376928
1298,Stop 1298,12,73,12.1446514,-86.2375131
1299,Stop 1299,12,73,12.1456917,-86.237454
1300,Stop 1300,12,73,12.1459034,-86.2347273
1301,Stop 1301,12,73,12.1453725,-86.2318381
1302,Stop 1302,12,73,12.1452274,-86.2302286
1303,Stop 1303,12,73,12.1440699,-86.2269014
1304,Stop 1304,12,73,12.1454084,-86.2241472
1305,Stop 1305,12,73,12.1503353,-86.2233845
1306,Stop 1306,12,73,12.1500395,-86.2206043
1307,Stop 1307,12,73,12.1497506,-86.2174703
1308,Stop 1308,12,73,12.1493612,-86.2130197
1309,Stop 1309,12,73,12.1488312,-86.208537
1310,Stop 1310,12,73,12.1485708,-86.2031474
1311,Stop 1311,12,73,12.1481264,-86.1987761
1312,Stop 1312,12,73,12.147619,-86.1933833
1313,Stop 1313,12,73,12.1471874,-86.1901091
1314,Stop 1314,12,73,12.1475964,-86.1876109
1315,Stop 1315,12,73,12.1498397,-86.1870064
1316,Stop 1316,12,73,12.151653,-86.1861893
1317,Stop 1317,12,73,12.1531006,-86.1854508
1318,Stop 1318,12,73,12.1551957,-86.1840753
1319,Stop 1319,13,63,12.1599865,-86.1954445
1320,Stop 1320,13,63,12.15492,-86.1949721
1321,Stop 1321,13,63,12.1500786,-86.1944081
1322,Stop 1322,13,63,12.1491587,-86.1942752
1323,Stop 1323,13,63,12.1467522,-86.1953098
1324,Stop 1324,13,63,12.1417582,-86.1956231
1325,Stop 1325,13,63,12.1395809,-86.1961737
1326,Stop 1326,13,63,12.1369632,-86.1972629
1327,Stop 1327,13,63,12.1338965,-86.199187
1328,Stop 1328,13,63,12.1302349,-86.2016047
1329,Stop 1329,13,63,12.1277488,-86.2032044
1330,Stop 1330,13,63,12.1261232,-86.2048215
1331,Stop 1331,13,63,12.1267478,-86.2064952
1332,Stop 1332,13,63,12.1274807,-86.2097171
1333,Stop 1333,13,63,12.1278606,-86.2118962
1334,Stop 1334,13,63,12.1283718,-86.2158967
1335,Stop 1335,13,63,12.1245306,-86.2178459
1336,Stop 1336,13,63,12.1234184,-86.2189518
1337,Stop 1337,13,63,12.1207817,-86.2214118
1338,Stop 1338,13,63,12.1208984,-86.224869
1339,Stop 1339,13,63,12.1219175,-86.2285494
1340,Stop 1340,13,63,12.1209491,-86.2308747
1341,Stop 1341,13,63,12.1210556,-86.2312724
1342,Stop 1342,13,63,12.1228965,-86.2315928
1343,Stop 1343,13,63,12.125175,-86.2319802
1344,Stop 1344,13,63,12.1253856,-86.2333145
1345,Stop 1345,13,63,12.1242913,-86.2343169
1346,Stop 1346,13,63,12.1208148,-86.2353839
1347,Stop 1347,13,63,12.1223901,-86.2375487
1348,Stop 1348,13,63,12.1229826,-86.2383192
1349,Stop 1349,13,63,12.1238517,-86.2422781
1350,Stop 1350,13,63,12.1210174,-86.2457915
1351,Stop 1351,13,63,12.1183951,-86.2492482
1352,Stop 1352,13,63,12.1150773,-86.2537564
1353,Stop 1353,13,63,12.1128592,-86.2571915
1354,Stop 1354,13,63,12.1126971,-86.2637662
1355,Stop 1355,13,63,12.1080401,-86.2650568
1356,Stop 1356,13,63,12.1030081,-86.2627715
1357,Stop 1357,13,63,12.1026878,-86.2656662
1358,Stop 1358,13,63,12.1036964,-86.2693558
1359,Stop 1359,13,63,12.1073336,-86.2720521
1360,Stop 1360,13,63,12.111984,-86.2718409
1361,Stop 1361,13,63,12.1162653,-86.2729664
1362,Stop 1362,13,63,12.1196124,-86.2734216
1363,Stop 1363,13,63,12.1243832,-86.2768171
1364,Stop 1364,13,63,12.1258127,-86.2849228
1365,Stop 1365,13,63,12.1260649,-86.2882322
1366,Stop 1366,13,63,12.1258307,-86.2964158
1367,Stop 1367,13,63,12.1253996,-86.2998255
1368,Stop 1368,13,63,12.1244582,-86.3045169
1369,Stop 1369,13,63,12.1233079,-86.3079483
1370,Stop 1370,13,63,12.1266496,-86.311842
1371,Stop 1371,13,63,12.1310027,-86.3102866
1372,Stop 1372,13,63,12.1399645,-86.307516
1373,Stop 1373,13,63,12.1437674,-86.3048745
1374,Stop 1374,13,63,12.1438295,-86.3050195
1375,Stop 1375,13,63,12.1404891,-86.3074866
1376,Stop 1376,13,63,12.1321234,-86.3101534
1377,Stop 1377,13,63,12.1282116,-86.3116594
1378,Stop 1378,13,63,12.1230413,-86.3082028
1379,Stop 1379,13,63,12.1237052,-86.3060698
1380,Stop 1380,13,63,12.1241442,-86.3043903
1381,Stop 1381,13,63,12.1252619,-86.298904
1382,Stop 1382,13,63,12.1254915,-86.2966774
1383,Stop 1383,13,63,12.1258691,-86.289637
1384,Stop 1384,13,63,12.125536,-86.2846072
1385,Stop 1385,13,63,12.1241589,-86.2768494
1386,Stop 1386,13,63,12.1212587,-86.273975
1387,Stop 1387,13,63,12.119236,-86.2735044
1388,Stop 1388,13,63,12.1168541,-86.2732265
1389,Stop 1389,13,63,12.1119572,-86.2719699
1390,Stop 1390,13,63,12.1063703,-86.2723693
1391,Stop 1391,13,63,12.1036152,-86.2695657
1392,Stop 1392,13,63,12.1025877,-86.2663206
1393,Stop 1393,13,63,12.1038821,-86.26271
1394,Stop 1394,13,63,12.1081289,-86.264878
1395,Stop 1395,13,63,12.1124555,-86.2647511
1396,Stop 1396,13,63,12.1125485,-86.2571759
1397,Stop 1397,13,63,12.1146275,-86.2539605
1398,Stop 1398,13,63,12.1175347,-86.2500154
1399,Stop 1399,13,63,12.1205462,-86.2459136
1400,Stop 1400,13,63,12.1227914,-86.2430506
1401,Stop 1401,13,63,12.1235079,-86.2393022
1402,Stop 1402,13,63,12.1228546,-86.2384232
1403,Stop 1403,13,63,12.1222773,-86.2376386
1404,Stop 1404,13,63,12.120683,-86.2355005
1405,Stop 1405,13,63,12.1242793,-86.2342146
1406,Stop 1406,13,63,12.1251735,-86.2327216
1407,Stop 1407,13,63,12.122523,-86.2318039
1408,Stop 1408,13,63,12.120996,-86.2313323
1409,Stop 1409,13,63,12.1217318,-86.2281988
1410,Stop 1410,13,63,12.1209281,-86.2253589
1411,Stop 1411,13,63,12.1206853,-86.2213762
1412,Stop 1412,13,63,12.1218971,-86.2190884
1413,Stop 1413,13,63,12.1234158,-86.2188559
1414,Stop 1414,13,63,12.1243965,-86.2185879
1415,Stop 1415,13,63,12.124276,-86.2154931
1416,Stop 1416,13,63,12.1276871,-86.2149274
1417,Stop 1417,13,63,12.1279566,-86.2141762
1418,Stop 1418,13,63,12.1276504,-86.2119791
1419,Stop 1419,13,63,12.1272342,-86.2093242
1420,Stop 1420,13,63,12.1266587,-86.2066634
1421,Stop 1421,13,63,12.1259734,-86.2049088
1422,Stop 1422,13,63,12.1269069,-86.2036062
1423,Stop 1423,13,63,12.1297164,-86.2017682
1424,Stop 1424,13,63,12.1329838,-86.1995644
1425,Stop 1425,13,63,12.1373091,-86.1969118
1426,Stop 1426,13,63,12.1395465,-86.1960415
1427,Stop 1427,13,63,12.1417045,-86.195512
1428,Stop 1428,13,63,12.1467566,-86.1951493
1429,Stop 1429,13,63,12.1491618,-86.1941479
1430,Stop 1430,13,63,12.1500877,-86.1942626
1431,Stop 1431,13,63,12.1549403,-86.1947824
1432,Stop 1432,13,63,12.1599889,-86.195424
1433,Stop 1433,14,63,12.1599865,-86.1954445
1434,Stop 1434,14,63,12.15492,-86.1949721
1435,Stop 1435,14,63,12.1500786,-86.1944081
1436,Stop 1436,14,63,12.1491587,-86.1942752
1437,Stop 1437,14,63,12.1467522,-86.1953098
1438,Stop 1438,14,63,12.1417582,-86.1956231
1439,Stop 1439,14,63,12.1395809,-86.1961737
1440,Stop 1440,14,63,12.1369632,-86.1972629
1441,Stop 1441,14,63,12.1338965,-86.199187
1442,Stop 1442,14,63,12.1302349,-86.2016047
1443,Stop 1443,14,63,12.1277488,-86.2032044
1444,Stop 1444,14,63,12.1261232,-86.2048215
1445,Stop 1445,14,63,12.1267478,-86.2064952
1446,Stop 1446,14,63,12.1274807,-86.2097171
1447,Stop 1447,14,63,12.1278606,-86.2118962
1448,Stop 1448,14,63,12.1283718,-86.2158967
1449,Stop 1449,14,63,12.1245306,-86.2178459
1450,Stop 1450,14,63,12.1234184,-86.2189518
1451,Stop 1451,14,63,12.1207817,-86.2214118
1452,Stop 1452,14,63,12.1208984,-86.224869
1453,Stop 1453,14,63,12.1219175,-86.2285494
1454,Stop 1454,14,63,12.1209491,-86.2308747
1455,Stop 1455,14,63,12.1210556,-86.2312724
1456,Stop 1456,14,63,12.1228965,-86.2315928
1457,Stop 1457,14,63,12.125175,-86.2319802
1458,Stop 1458,14,63,12.1253856,-86.2333145
1459,Stop 1459,14,63,12.1242913,-86.2343169
1460,Stop 1460,14,63,12.1208148,-86.2353839
1461,Stop 1461,14,63,12.1223901,-86.2375487
1462,Stop 1462,14,63,12.1229826,-86.2383192
1463,Stop 1463,14,63,12.1238517,-86.2422781
1464,Stop 1464,14,63,12.1210174,-86.2457915
1465,Stop 1465,14,63,12.1183951,-86.2492482
1466,Stop 1466,14,63,12.1150773,-86.2537564
1467,Stop 1467,14,63,12.1128592,-86.2571915
1468,Stop 1468,14,63,12.1126971,-86.2637662
1469,Stop 1469,14,63,12.1080401,-86.2650568
1470,Stop 1470,14,63,12.1030081,-86.2627715
1471,Stop 1471,14,63,12.1026878,-86.2656662
1472,Stop 1472,14,63,12.1036964,-86.2693558
1473,Stop 1473,14,63,12.1073336,-86.2720521
1474,Stop 1474,14,63,12.111984,-86.2718409
1475,Stop 1475,14,63,12.1162653,-86.2729664
1476,Stop 1476,14,63,12.1196124,-86.2734216
1477,Stop 1477,14,63,12.1243832,-86.2768171
1478,Stop 1478,14,63,12.1258127,-86.2849228
1479,Stop 1479,14,63,12.1260649,-86.2882322
1480,Stop 1480,14,63,12.1258307,-86.2964158
1481,Stop 1481,14,63,12.1253996,-86.2998255
1482,Stop 1482,14,63,12.1244582,-86.3045169
1483,Stop 1483,14,63,12.1233079,-86.3079483
1484,Stop 1484,14,63,12.1266496,-86.311842
1485,Stop 1485,14,63,12.1310027,-86.3102866
1486,Stop 1486,14,63,12.1399645,-86.307516
1487,Stop 1487,14,63,12.1437674,-86.3048745
1488,Stop 1488,14,63,12.1438295,-86.3050195
1489,Stop 1489,14,63,12.1404891,-86.3074866
1490,Stop 1490,14,63,12.1321234,-86.3101534
1491,Stop 1491,14,63,12.1282116,-86.3116594
1492,Stop 1492,14,63,12.1230413,-86.3082028
1493,Stop 1493,14,63,12.1237052,-86.3060698
1494,Stop 1494,14,63,12.1241442,-86.3043903
1495,Stop 1495,14,63,12.1252619,-86.298904
1496,Stop 1496,14,63,12.1254915,-86.2966774
1497,Stop 1497,14,63,12.1258691,-86.289637
1498,Stop 1498,14,63,12.125536,-86.2846072
1499,Stop 1499,14,63,12.1241589,-86.2768494
1500,Stop 1500,14,63,12.1212587,-86.273975
1501,Stop 1501,14,63,12.119236,-86.2735044
1502,Stop 1502,14,63,12.1168541,-86.2732265
1503,Stop 1503,14,63,12.1119572,-86.2719699
1504,Stop 1504,14,63,12.1063703,-86.2723693
1505,Stop 1505,14,63,12.1036152,-86.2695657
1506,Stop 1506,14,63,12.1025877,-86.2663206
1507,Stop 1507,14,63,12.1038821,-86.26271
1508,Stop 1508,14,63,12.1081289,-86.264878
1509,Stop 1509,14,63,12.1124555,-86.2647511
1510,Stop 1510,14,63,12.1125485,-86.2571759
1511,Stop 1511,14,63,12.1146275,-86.2539605
1512,Stop 1512,14,63,12.1175347,-86.2500154
1513,Stop 1513,14,63,12.1205462,-86.2459136
1514,Stop 1514,14,63,12.1227914,-86.2430506
1515,Stop 1515,14,63,12.1235079,-86.2393022
1516,Stop 1516,14,63,12.1228546,-86.2384232
1517,Stop 1517,14,63,12.1222773,-86.2376386
1518,Stop 1518,14,63,12.120683,-86.2355005
1519,Stop 1519,14,63,12.1242793,-86.2342146
1520,Stop 1520,14,63,12.1251735,-86.2327216
1521,Stop 1521,14,63,12.122523,-86.2318039
1522,Stop 1522,14,63,12.120996,-86.2313323
1523,Stop 1523,14,63,12.1217318,-86.2281988
1524,Stop 1524,14,63,12.1209281,-86.2253589
1525,Stop 1525,14,63,12.1206853,-86.2213762
1526,Stop 1526,14,63,12.1218971,-86.2190884
1527,Stop 1527,14,63,12.1234158,-86.2188559
1528,Stop 1528,14,63,12.1243965,-86.2185879
1529,Stop 1529,14,63,12.124276,-86.2154931
1530,Stop 1530,14,63,12.1276871,-86.2149274
1531,Stop 1531,14,63,12.1279566,-86.2141762
1532,Stop 1532,14,63,12.1276504,-86.2119791
1533,Stop 1533,14,63,12.1272342,-86.2093242
1534,Stop 1534,14,63,12.1266587,-86.2066634
1535,Stop 1535,14,63,12.1259734,-86.2049088
1536,Stop 1536,14,63,12.1269069,-86.2036062
1537,Stop 1537,14,63,12.1297164,-86.2017682
1538,Stop 1538,14,63,12.1329838,-86.1995644
1539,Stop 1539,14,63,12.1373091,-86.1969118
1540,Stop 1540,14,63,12.1395465,-86.1960415
1541,Stop 1541,14,63,12.1417045,-86.195512
1542,Stop 1542,14,63,12.1467566,-86.1951493
1543,Stop 1543,14,63,12.1491618,-86.1941479
1544,Stop 1544,14,63,12.1500877,-86.1942626
1545,Stop 1545,14,63,12.1549403,-86.1947824
1546,Stop 1546,14,63,12.1599889,-86.195424
1547,Stop 1547,15,83,12.1455964,-86.2633523
1548,Stop 1548,15,83,12.1442184,-86.2667235
1549,Stop 1549,15,83,12.1445117,-86.2682506
1550,Stop 1550,15,83,12.1455331,-86.2737374
1551,Stop 1551,15,83,12.1462149,-86.277966
1552,Stop 1552,15,83,12.1472544,-86.2836966
1553,Stop 1553,15,83,12.1479557,-86.2883207
1554,Stop 1554,15,83,12.1480426,-86.2920616
1555,Stop 1555,15,83,12.1482155,-86.2937638
1556,Stop 1556,15,83,12.1484328,-86.2962683
1557,Stop 1557,15,83,12.1475424,-86.2975077
1558,Stop 1558,15,83,12.1454006,-86.2976331
1559,Stop 1559,15,83,12.1432697,-86.2969002
1560,Stop 1560,15,83,12.141738,-86.2956457
1561,Stop 1561,15,83,12.1393193,-86.293648
1562,Stop 1562,15,83,12.1378977,-86.2925272
1563,Stop 1563,15,83,12.1352933,-86.292961
1564,Stop 1564,15,83,12.1321478,-86.2954496
1565,Stop 1565,15,83,12.1280239,-86.2971943
1566,Stop 1566,15,83,12.1268966,-86.2973211
1567,Stop 1567,15,83,12.1252992,-86.2971674
1568,Stop 1568,15,83,12.1204943,-86.297879
1569,Stop 1569,15,83,12.1191769,-86.2972955
1570,Stop 1570,15,83,12.1167964,-86.2975497
1571,Stop 1571,15,83,12.1152469,-86.2977378
1572,Stop 1572,15,83,12.1125085,-86.2980059
1573,Stop 1573,15,83,12.1089776,-86.2983854
1574,Stop 1574,15,83,12.1064261,-86.2978446
1575,Stop 1575,15,83,12.1026677,-86.2985862
1576,Stop 1576,15,83,12.1008024,-86.2985803
1577,Stop 1577,15,83,12.0993026,-86.2984904
1578,Stop 1578,15,83,12.0981029,-86.299426
1579,Stop 1579,15,83,12.0988784,-86.3022333
1580,Stop 1580,15,83,12.0966371,-86.3030544
1581,Stop 1581,15,83,12.0960957,-86.3045783
1582,Stop 1582,15,83,12.0947427,-86.3071321
1583,Stop 1583,15,83,12.0944914,-86.3089398
1584,Stop 1584,15,83,12.0941406,-86.3100861
1585,Stop 1585,15,83,12.0929265,-86.3097094
1586,Stop 1586,15,83,12.0905792,-86.3090825
1587,Stop 1587,15,83,12.0899103,-86.309568
1588,Stop 1588,15,83,12.0888252,-86.3094923
1589,Stop 1589,15,83,12.0888395,-86.3094151
1590,Stop 1590,15,83,12.0899683,-86.3094766
1591,Stop 1591,15,83,12.0905019,-86.3090279
1592,Stop 1592,15,83,12.0909139,-86.306952
1593,Stop 1593,15,83,12.0919902,-86.3071427
1594,Stop 1594,15,83,12.0946523,-86.3070708
1595,Stop 1595,15,83,12.09596,-86.3048639
1596,Stop 1596,15,83,12.0964248,-86.3028434
1597,Stop 1597,15,83,12.0986958,-86.3022526
1598,Stop 1598,15,83,12.0979593,-86.2994105
1599,Stop 1599,15,83,12.0992271,-86.2984719
1600,Stop 1600,15,83,12.1007971,-86.2985275
1601,Stop 1601,15,83,12.1014935,-86.298345
1602,Stop 1602,15,83,12.1029296,-86.2984645
1603,Stop 1603,15,83,12.1061009,-86.2976686
1604,Stop 1604,15,83,12.1093694,-86.2972945
1605,Stop 1605,15,83,12.1116498,-86.2970857
1606,Stop 1606,15,83,12.1129505,-86.2969105
1607,Stop 1607,15,83,12.1142428,-86.2968209
1608,Stop 1608,15,83,12.1165925,-86.2965145
1609,Stop 1609,15,83,12.1188279,-86.2963246
1610,Stop 1610,15,83,12.1222376,-86.2959302
1611,Stop 1611,15,83,12.1253297,-86.2955552
1612,Stop 1612,15,83,12.1278491,-86.2953277
1613,Stop 1613,15,83,12.1316825,-86.2949278
1614,Stop 1614,15,83,12.1319793,-86.293043
1615,Stop 1615,15,83,12.1330928,-86.2929351
1616,Stop 1616,15,83,12.1345222,-86.2918804
1617,Stop 1617,15,83,12.1367672,-86.2916601
1618,Stop 1618,15,83,12.1393532,-86.2935141
1619,Stop 1619,15,83,12.1423587,-86.2959168
1620,Stop 1620,15,83,12.146231,-86.2974503
1621,Stop 1621,15,83,12.1483557,-86.2962752
1622,Stop 1622,15,83,12.1481172,-86.2937739
1623,Stop 1623,15,83,12.1479353,-86.2920639
1624,Stop 1624,15,83,12.1478204,-86.2892938
1625,Stop 1625,15,83,12.1482279,-86.2864599
1626,Stop 1626,15,83,12.1492573,-86.2821316
1627,Stop 1627,15,83,12.1458234,-86.2821416
1628,Stop 1628,15,83,12.145504,-86.2790944
1629,Stop 1629,15,83,12.1449178,-86.2761379
1630,Stop 1630,15,83,12.1453369,-86.2738749
1631,Stop 1631,15,83,12.1441639,-86.26712
1632,Stop 1632,15,83,12.1455964,-86.2633523
1633,Stop 1633,16,83,12.1455964,-86.2633523
1634,Stop 1634,16,83,12.1442184,-86.2667235
