Id,Latitude,Longitude,RouteId
263,12.1397991,-86.246947,1
264,12.1401685,-86.2469511,1
265,12.1402553,-86.2469521,1
266,12.1403302,-86.2478246,1
267,12.1404413,-86.2486693,1
268,12.1404579,-86.2488638,1
269,12.1405134,-86.2495104,1
270,12.1405912,-86.2504163,1
271,12.1406382,-86.2511768,1
272,12.1406477,-86.2512705,1
273,12.140654,-86.2513324,1
274,12.1413213,-86.2512595,1
275,12.141712,-86.2512254,1
276,12.1421627,-86.2511797,1
277,12.1421895,-86.251177,1
278,12.1424523,-86.251145,1
279,12.1430384,-86.2510737,1
280,12.1433355,-86.2510393,1
281,12.1435373,-86.2510158,1
282,12.1439319,-86.2509633,1
283,12.1441775,-86.2509357,1
284,12.1442323,-86.2509323,1
285,12.144343,-86.2509231,1
286,12.1447153,-86.2508844,1
287,12.1448526,-86.2508712,1
288,12.1451608,-86.2508354,1
289,12.1452617,-86.2508237,1
290,12.1456004,-86.2507833,1
291,12.1456408,-86.2507785,1
292,12.1458704,-86.2507577,1
293,12.1465537,-86.2507182,1
294,12.1467949,-86.250669,1
295,12.1468298,-86.2506574,1
296,12.1469995,-86.250601,1
297,12.1470489,-86.2505748,1
298,12.1472313,-86.2504906,1
299,12.1473862,-86.2504055,1
300,12.1475325,-86.2502875,1
301,12.1475909,-86.2502296,1
302,12.1476201,-86.2502029,1
303,12.1476723,-86.2501519,1
304,12.1477063,-86.2501196,1
305,12.1478134,-86.2500164,1
306,12.1480555,-86.2497676,1
307,12.1481851,-86.2496498,1
308,12.1482086,-86.249628,1
309,12.1482629,-86.2495841,1
310,12.1483711,-86.2494954,1
311,12.1484037,-86.2494687,1
312,12.1485552,-86.2493625,1
313,12.1487184,-86.2492664,1
314,12.1488967,-86.2491965,1
315,12.1491261,-86.2491278,1
316,12.1493403,-86.2491161,1
317,12.1501352,-86.2491268,1
318,12.150753,-86.2491091,1
319,12.1507565,-86.2491535,1
320,12.1507732,-86.2493628,1
321,12.1507734,-86.2493987,1
322,12.1507962,-86.2499216,1
323,12.1508293,-86.2507288,1
324,12.1508859,-86.2521053,1
325,12.150899,-86.2524253,1
326,12.1509074,-86.2525864,1
327,12.1509244,-86.2529146,1
328,12.1509393,-86.2531497,1
329,12.1509497,-86.253329,1
330,12.1509891,-86.2540075,1
331,12.1510112,-86.2544183,1
332,12.1510381,-86.2549187,1
333,12.1510394,-86.254943,1
334,12.1510406,-86.2549642,1
335,12.1510708,-86.2555093,1
336,12.1510955,-86.2559295,1
337,12.151756,-86.2558952,1
338,12.1523853,-86.2558781,1
339,12.1524138,-86.256795,1
340,12.1524155,-86.2568485,1
341,12.1524177,-86.2568945,1
342,12.1524469,-86.2575101,1
343,12.1524575,-86.2577325,1
344,12.1524779,-86.2584542,1
345,12.1524917,-86.2587341,1
346,12.152609,-86.2587093,1
347,12.1526814,-86.2586972,1
348,12.1535133,-86.2585413,1
349,12.1536476,-86.2585335,1
350,12.1537289,-86.2585191,1
351,12.1538017,-86.2595889,1
352,12.1538462,-86.2601285,1
353,12.1539091,-86.2609525,1
354,12.1539622,-86.2612192,1
355,12.1540733,-86.2617943,1
356,12.1541098,-86.261952,1
357,12.1541976,-86.2624225,1
358,12.1542028,-86.2625443,1
359,12.1542079,-86.2626503,1
360,12.1542149,-86.2627803,1
361,12.1542135,-86.2630502,1
362,12.1542105,-86.2631036,1
363,12.1541906,-86.2634517,1
364,12.154156,-86.2637358,1
365,12.1541056,-86.2640621,1
366,12.1541056,-86.2640624,1
367,12.1540855,-86.2642856,1
368,12.1540662,-86.2645072,1
369,12.1540594,-86.2647673,1
370,12.1541242,-86.2653564,1
371,12.1541322,-86.2654293,1
372,12.1541551,-86.2656627,1
373,12.1541828,-86.2659455,1
374,12.1542438,-86.2665112,1
375,12.1543113,-86.2670792,1
376,12.1543613,-86.2675666,1
377,12.1543972,-86.2679024,1
378,12.1544694,-86.2686363,1
379,12.154478,-86.2687276,1
380,12.1544954,-86.2689124,1
381,12.154558,-86.2695812,1
382,12.1546498,-86.2703456,1
383,12.1546782,-86.2706171,1
384,12.1546813,-86.2708495,1
385,12.1546887,-86.2712046,1
386,12.1546872,-86.2712527,1
387,12.1546644,-86.2720004,1
388,12.1546492,-86.2725587,1
389,12.1546581,-86.2731148,1
390,12.1546885,-86.2736758,1
391,12.1552964,-86.2736161,1
392,12.1556599,-86.2735667,1
393,12.1559653,-86.273528,1
394,12.1564076,-86.2734671,1
395,12.1564142,-86.2735452,1
396,12.1564572,-86.2738627,1
397,12.1565281,-86.2743864,1
398,12.1565775,-86.2747516,1
399,12.1566618,-86.2753753,1
400,12.1567708,-86.2760188,1
401,12.156805,-86.276246,1
402,12.1568354,-86.2765958,1
403,12.1571325,-86.2765793,1
404,12.1577564,-86.2765379,1
405,12.1585063,-86.2765212,1
406,12.1586382,-86.2765183,1
407,12.1592007,-86.2764913,1
408,12.159222,-86.2773473,1
409,12.1592376,-86.2779704,1
410,12.1592396,-86.27803,1
411,12.1592546,-86.2784687,1
412,12.1592783,-86.279162,1
413,12.1592843,-86.2793378,1
414,12.1593141,-86.2802216,1
415,12.159347,-86.2811714,1
416,12.1593788,-86.2821015,1
417,12.1593841,-86.2822569,1
418,12.1594063,-86.2829048,1
419,12.1594115,-86.2830581,1
420,12.1594454,-86.2836195,1
421,12.1594849,-86.2840386,1
422,12.1595085,-86.2842245,1
423,12.1595621,-86.2847657,1
424,12.1595612,-86.2849198,1
425,12.1595995,-86.2852613,1
426,12.1596922,-86.2861519,1
427,12.1597465,-86.2872646,1
428,12.1597569,-86.2874667,1
429,12.1598002,-86.2884107,1
430,12.1598111,-86.2886226,1
431,12.1598662,-86.2896103,1
432,12.1598808,-86.2899403,1
433,12.1598602,-86.2906819,1
434,12.1598462,-86.2908459,1
435,12.159841,-86.2911309,1
436,12.1598116,-86.2920537,1
437,12.1597803,-86.292933,1
438,12.1590547,-86.2930071,1
439,12.1588663,-86.2930263,1
440,12.1585347,-86.2930625,1
441,12.1577489,-86.2931237,1
442,12.1577641,-86.2935209,1
443,12.1577656,-86.2935601,1
444,12.1577684,-86.2936565,1
445,12.1577712,-86.2937297,1
446,12.1577922,-86.2942479,1
447,12.1578122,-86.2948212,1
448,12.1578244,-86.2951701,1
449,12.1578436,-86.2956203,1
450,12.1578452,-86.295654,1
451,12.1578633,-86.2960361,1
452,12.1578822,-86.2965167,1
453,12.1579003,-86.2969768,1
454,12.1579224,-86.2974347,1
455,12.1579416,-86.2978605,1
456,12.1579869,-86.29877,1
457,12.1580076,-86.2992207,1
458,12.1580089,-86.2992556,1
459,12.1580246,-86.2996627,1
460,12.1578712,-86.2996766,1
461,12.157147,-86.2997065,1
462,12.1562485,-86.2997443,1
463,12.1559426,-86.2997572,1
464,12.1553717,-86.2997813,1
465,12.1549067,-86.2998008,1
466,12.1544784,-86.2998188,1
467,12.1538169,-86.2998434,1
468,12.1535873,-86.2998582,1
469,12.1535701,-86.2998597,1
470,12.152748,-86.2999308,1
471,12.1519048,-86.2999957,1
472,12.151757,-86.3000098,1
473,12.1510234,-86.3000526,1
474,12.150327,-86.3000797,1
475,12.1498466,-86.3000918,1
476,12.1494273,-86.3001023,1
477,12.1493951,-86.2991971,1
478,12.1493803,-86.298781,1
479,12.1493731,-86.2985782,1
480,12.1493621,-86.2982681,1
481,12.1493301,-86.297368,1
482,12.1488536,-86.2973908,1
483,12.1484463,-86.2974048,1
484,12.1478289,-86.2974305,1
485,12.1475415,-86.2974433,1
486,12.1469724,-86.2974686,1
487,12.1462364,-86.2975015,1
488,12.1460841,-86.2975112,1
489,12.14613,-86.2984348,1
490,12.1451796,-86.2984778,1
491,12.1452341,-86.2994107,1
492,12.1451146,-86.2994163,1
493,12.1450368,-86.2994221,1
494,12.1450106,-86.2994232,1
495,12.1443902,-86.2994504,1
496,12.1432174,-86.2994984,1
497,12.1429699,-86.2994642,1
498,12.1426817,-86.2994058,1
499,12.1424356,-86.2993911,1
500,12.1419779,-86.2994192,1
501,12.1413713,-86.2994503,1
502,12.1410141,-86.2994924,1
503,12.1407881,-86.2995506,1
504,12.1406078,-86.2995971,1
505,12.1404463,-86.2996242,1
506,12.1402898,-86.2996378,1
507,12.1401276,-86.2996522,1
508,12.1396471,-86.2995816,1
509,12.1394953,-86.2995545,1
510,12.1389934,-86.2994597,1
511,12.1389332,-86.2998187,1
512,12.1388942,-86.3000588,1
513,12.1388756,-86.3001734,1
514,12.13883,-86.3004281,1
515,12.1387979,-86.300647,1
516,12.1385838,-86.3018866,1
517,12.1385527,-86.3020668,1
518,12.1385226,-86.3022488,1
519,12.1383022,-86.3035825,1
520,12.1382256,-86.3040271,1
521,12.1381541,-86.3045033,1
522,12.1381476,-86.3045469,1
523,12.1381199,-86.3047239,1
524,12.1379563,-86.3056641,1
525,12.137867,-86.3061797,1
526,12.1378535,-86.3064085,1
527,12.1378361,-86.3065694,1
528,12.1377538,-86.3070424,1
529,12.1377106,-86.3071694,1
530,12.1376713,-86.3072701,1
531,12.1376203,-86.3073908,1
532,12.1375318,-86.3075648,1
533,12.1374423,-86.3077052,1
534,12.1373444,-86.3078494,1
535,12.137277,-86.3079339,1
536,12.1371979,-86.3080087,1
537,12.1371492,-86.3080526,1
538,12.1369964,-86.3081726,1
539,12.1367475,-86.3083499,1
540,12.136333,-86.3085187,1
541,12.1358322,-86.308683,1
542,12.1349983,-86.3089854,1
543,12.1340933,-86.309331,1
544,12.1332881,-86.3096433,1
545,12.1327741,-86.3097968,1
546,12.1327277,-86.3098088,1
547,12.1326308,-86.3098473,1
548,12.1323222,-86.3099543,1
549,12.13223,-86.3099908,1
550,12.1320742,-86.3100487,1
551,12.1318633,-86.310128,1
552,12.1317545,-86.3101677,1
553,12.1310845,-86.3104124,1
554,12.131012,-86.3104508,1
555,12.1306949,-86.310632,1
556,12.1305813,-86.3106879,1
557,12.129829,-86.3109064,1
558,12.1297367,-86.3109378,1
559,12.1294936,-86.3110253,1
560,12.1294039,-86.3110536,1
561,12.1291384,-86.3111507,1
562,12.1289811,-86.3112066,1
563,12.1288732,-86.3112471,1
564,12.1287547,-86.3112901,1
565,12.1286641,-86.3113256,1
566,12.128233,-86.3114815,1
567,12.1273438,-86.311803,1
568,12.1267982,-86.3120143,1
569,12.1262947,-86.3122093,1
570,12.1255599,-86.3124755,1
571,12.1243342,-86.3128895,1
572,12.1242228,-86.3129261,1
573,12.1240341,-86.3129881,1
574,12.1239372,-86.3130332,1
575,12.1238559,-86.3130857,1
576,12.1237806,-86.3131747,1
577,12.1237274,-86.3133206,1
578,12.1236284,-86.3134389,1
579,12.123548,-86.3134923,1
580,12.1234581,-86.3135265,1
581,12.123363,-86.3135398,1
582,12.1232125,-86.3135164,1
583,12.123079,-86.3134415,1
584,12.1229789,-86.3133242,1
585,12.1229244,-86.3131788,1
586,12.1229222,-86.3130231,1
587,12.1229724,-86.3128761,1
588,12.1229873,-86.3126508,1
589,12.122946,-86.3124213,1
590,12.1229272,-86.3123196,1
591,12.1228831,-86.3120806,1
592,12.1227572,-86.3116461,1
593,12.1226654,-86.3112813,1
594,12.1226025,-86.3109326,1
595,12.1225763,-86.3106523,1
596,12.1225619,-86.3104565,1
597,12.1225592,-86.3103747,1
598,12.1225553,-86.3102406,1
599,12.1225671,-86.3101132,1
600,12.1226025,-86.3099496,1
601,12.1226523,-86.3097806,1
602,12.1226904,-86.309664,1
603,12.1227467,-86.3094749,1
604,12.122807,-86.3092817,1
605,12.1229067,-86.3088647,1
606,12.1230103,-86.3085334,1
607,12.1230796,-86.3083015,1
608,12.1231051,-86.3082225,1
609,12.1235642,-86.3067598,1
610,12.1237695,-86.3060849,1
611,12.1238404,-86.3058519,1
612,12.1238664,-86.3057725,1
613,12.1240335,-86.305136,1
614,12.1241124,-86.3048093,1
615,12.1242083,-86.3044122,1
616,12.1242143,-86.3043872,1
617,12.1243804,-86.3037104,1
618,12.1246675,-86.3025087,1
619,12.1250116,-86.3009529,1
620,12.1250404,-86.3007879,1
621,12.1251275,-86.3002954,1
622,12.1252697,-86.2994345,1
623,12.1253138,-86.299181,1
624,12.1253541,-86.2989215,1
625,12.125433,-86.2983772,1
626,12.1255081,-86.2978907,1
627,12.1254707,-86.2978417,1
628,12.1254347,-86.2977469,1
629,12.1254189,-86.2976477,1
630,12.1255036,-86.2971417,1
631,12.1253721,-86.2971207,1
632,12.1253397,-86.2971181,1
633,12.1253114,-86.2971136,1
634,12.1250901,-86.2970784,1
635,12.1247087,-86.2970275,1
636,12.1244732,-86.2970258,1
637,12.1241803,-86.2970564,1
638,12.1239812,-86.2970833,1
639,12.1235256,-86.2971665,1
640,12.1232092,-86.2972248,1
641,12.1231674,-86.2969512,1
642,12.1231674,-86.2969512,1
643,12.1231311,-86.2967798,1
644,12.1230904,-86.296524,1
645,12.1230728,-86.2964012,1
646,12.1230375,-86.2962268,1
647,12.1230045,-86.2959753,1
648,12.1229976,-86.295919,1
649,12.1235964,-86.2958318,1
650,12.1239343,-86.295801,1
651,12.1241964,-86.2957702,1
652,12.1246093,-86.2957067,1
653,12.1247164,-86.2956972,1
654,12.1249978,-86.2956683,1
655,12.1251107,-86.295656,1
656,12.1253324,-86.2956334,1
657,12.1257436,-86.2955974,1
658,12.1258244,-86.2955954,1
659,12.1258094,-86.2958195,1
660,12.1257583,-86.296395,1
661,12.1257566,-86.2964097,1
662,12.125712,-86.2967984,1
663,12.1256698,-86.2971658,1
664,12.1255761,-86.2978956,1
665,12.1255064,-86.2983855,1
666,12.1253588,-86.2994451,1
667,12.1253142,-86.2997241,1
668,12.1252999,-86.2998158,1
669,12.1252856,-86.2999072,1
670,12.1252154,-86.3003642,1
671,12.1251799,-86.3005856,1
672,12.1251235,-86.3009365,1
673,12.1251085,-86.3010072,1
674,12.1247798,-86.3025355,1
675,12.1244813,-86.3037449,1
676,12.1244148,-86.3040325,1
677,12.1244386,-86.3043612,1
678,12.1244246,-86.3044288,1
679,12.1244073,-86.3045017,1
680,12.1243905,-86.3045669,1
681,12.1242087,-86.3048384,1
682,12.1241244,-86.3051613,1
683,12.1239512,-86.3058034,1
684,12.1239243,-86.3058862,1
685,12.1236392,-86.3067831,1
686,12.1232726,-86.3079361,1
687,12.1232132,-86.308123,1
688,12.1231486,-86.3083234,1
689,12.1230699,-86.308592,1
690,12.1229794,-86.3089109,1
691,12.1229034,-86.3092489,1
692,12.1228433,-86.3095719,1
693,12.1228084,-86.310069,1
694,12.1228123,-86.3103773,1
695,12.1228241,-86.3106751,1
696,12.1228674,-86.3109191,1
697,12.1229243,-86.3112437,1
698,12.1229911,-86.3115404,1
699,12.1230489,-86.3117569,1
700,12.1231797,-86.3121246,1
701,12.1232304,-86.3122672,1
702,12.1233859,-86.3125604,1
703,12.1235001,-86.3126754,1
704,12.1236425,-86.3127658,1
705,12.1237983,-86.3127941,1
706,12.1238886,-86.3128086,1
707,12.1239989,-86.3128129,1
708,12.1241274,-86.3127941,1
709,12.1241769,-86.3127776,1
710,12.1253862,-86.312375,1
711,12.1255042,-86.3123354,1
712,12.1255863,-86.3123064,1
713,12.1256396,-86.3122884,1
714,12.1264194,-86.3119975,1
715,12.1266826,-86.3118962,1
716,12.1268925,-86.3118206,1
717,12.1272292,-86.3116948,1
718,12.1275084,-86.3115859,1
719,12.1287257,-86.3111499,1
720,12.1288639,-86.3110975,1
721,12.1291807,-86.3109823,1
722,12.1293061,-86.310947,1
723,12.1294575,-86.3108976,1
724,12.1299386,-86.3107288,1
725,12.1304462,-86.3105747,1
726,12.131012,-86.3104508,1
727,12.1310845,-86.3104124,1
728,12.1317545,-86.3101677,1
729,12.1318633,-86.310128,1
730,12.1320742,-86.3100487,1
731,12.13223,-86.3099908,1
732,12.1323222,-86.3099543,1
733,12.1326308,-86.3098473,1
734,12.1327277,-86.3098088,1
735,12.1327741,-86.3097968,1
736,12.1332881,-86.3096433,1
737,12.1340933,-86.309331,1
738,12.1349983,-86.3089854,1
739,12.1358322,-86.308683,1
740,12.1363459,-86.3083905,1
741,12.1365638,-86.3082759,1
742,12.1367199,-86.3081462,1
743,12.1368181,-86.3080761,1
744,12.1369073,-86.3079943,1
745,12.1370692,-86.3078386,1
746,12.1371914,-86.3076821,1
747,12.1372945,-86.3075594,1
748,12.1375262,-86.3071757,1
749,12.1376493,-86.3069355,1
750,12.1377259,-86.3067098,1
751,12.1377913,-86.3064202,1
752,12.137867,-86.3061797,1
753,12.1379563,-86.3056641,1
754,12.1381199,-86.3047239,1
755,12.1381476,-86.3045469,1
756,12.1381541,-86.3045033,1
757,12.1382256,-86.3040271,1
758,12.1383022,-86.3035825,1
759,12.1385226,-86.3022488,1
760,12.1385527,-86.3020668,1
761,12.1385838,-86.3018866,1
762,12.1387979,-86.300647,1
763,12.13883,-86.3004281,1
764,12.1388756,-86.3001734,1
765,12.1388942,-86.3000588,1
766,12.1389332,-86.2998187,1
767,12.1389934,-86.2994597,1
768,12.1394953,-86.2995545,1
769,12.1396471,-86.2995816,1
770,12.1401276,-86.2996522,1
771,12.1402898,-86.2996378,1
772,12.1404463,-86.2996242,1
773,12.1406078,-86.2995971,1
774,12.1407881,-86.2995506,1
775,12.1410141,-86.2994924,1
776,12.1413713,-86.2994503,1
777,12.1419779,-86.2994192,1
778,12.1424356,-86.2993911,1
779,12.1426817,-86.2994058,1
780,12.1429699,-86.2994642,1
781,12.1432174,-86.2994984,1
782,12.1443902,-86.2994504,1
783,12.1450106,-86.2994232,1
784,12.1450368,-86.2994221,1
785,12.1451146,-86.2994163,1
786,12.1452341,-86.2994107,1
787,12.1451796,-86.2984778,1
788,12.1451509,-86.2978033,1
789,12.1451387,-86.2975169,1
790,12.1454011,-86.2975376,1
791,12.1456432,-86.2975403,1
792,12.1460841,-86.2975112,1
793,12.1462364,-86.2975015,1
794,12.1469724,-86.2974686,1
795,12.1475415,-86.2974433,1
796,12.1478289,-86.2974305,1
797,12.1484463,-86.2974048,1
798,12.1488536,-86.2973908,1
799,12.1493301,-86.297368,1
800,12.1500968,-86.2973315,1
801,12.1502051,-86.2973263,1
802,12.1502131,-86.2975078,1
803,12.1502448,-86.2982227,1
804,12.1502859,-86.2991509,1
805,12.150327,-86.3000797,1
806,12.1510234,-86.3000526,1
807,12.151757,-86.3000098,1
808,12.1519048,-86.2999957,1
809,12.152748,-86.2999308,1
810,12.1535701,-86.2998597,1
811,12.1535873,-86.2998582,1
812,12.1538169,-86.2998434,1
813,12.1544784,-86.2998188,1
814,12.1549067,-86.2998008,1
815,12.1553717,-86.2997813,1
816,12.1559426,-86.2997572,1
817,12.1562485,-86.2997443,1
818,12.157147,-86.2997065,1
819,12.1578712,-86.2996766,1
820,12.1580246,-86.2996627,1
821,12.1580089,-86.2992556,1
822,12.1580076,-86.2992207,1
823,12.1579869,-86.29877,1
824,12.1579416,-86.2978605,1
825,12.1579224,-86.2974347,1
826,12.1579003,-86.2969768,1
827,12.1578822,-86.2965167,1
828,12.1578633,-86.2960361,1
