Id,Name,Frecuency,IsActive,BusTypeId
1,6,20,1,1
2,101,20,1,1
3,102,20,1,1
4,103,20,1,1
5,104,20,1,1
6,105,20,1,1
7,106,20,1,1
8,107,20,1,1
9,108,20,1,1
10,109,20,1,1
